name,description,longitude,latitude,country
Ogof yr Yohen (typo?),,-3.094549,51.800102,Monmouthshire
Hawthorn Cave,,-3.0941894,51.79963,Monmouthshire
Ogof Draenen,,-3.0941894,51.79963,Monmouthshire
Rift Cave,,-3.094374,51.807255,Monmouthshire
Gilwern Hill Sink Mawr,,-3.0939903,51.802197,Monmouthshire
Ogof Cadno Gwal,,-3.0938869,51.799713,Monmouthshire
Ogof Uchaf,,-3.0936768,51.800022,Monmouthshire
Ogof Tarddiad Pwll Ddu - Rising,,-3.0936773,51.80004,Monmouthshire
Pwll Ddu Quarry shelter,,-3.09373,51.80761,Monmouthshire
Ogof Pwll Du,,-3.0935426,51.800472,Monmouthshire
Outer Quarry Cave,,-3.0935273,51.80523,Monmouthshire
Pwlldu Quarry Cave n�2,,-3.0935504,51.80619,Monmouthshire
Pwll Du Source Cave,,-3.0933912,51.800205,Monmouthshire
Moth Cave,,-3.093496,51.80574,Monmouthshire
Ogof Gwyfyn,,-3.093496,51.80574,Monmouthshire
Box Cave,,-3.093159,51.80559,Monmouthshire
Dolyhir Quarry Cave,,-3.1019542,52.218525,Powys
Black Cavern,,-3.0878963,51.797253,Monmouthshire
Siambri Ddu,,-3.0878963,51.797253,Monmouthshire
Pwll-Du Balance Shafts and Cave,,-3.0868416,51.796814,Monmouthshire
Balcony Cave,,-3.0867238,51.79674,Monmouthshire
Tunnel,,-3.0866764,51.79657,Monmouthshire
Church Cave,,-3.096129,52.22568,Powys
Ogof Draenen 2nd Entrance,,-3.085223,51.797043,Monmouthshire
Second Entrance,,-3.085223,51.797043,Monmouthshire
Tumble Resurgence (2b),,-3.083255,51.797825,Monmouthshire
Drws Cefn,,-3.0821216,51.7953,Monmouthshire
Pen-ffordd-goch Borehole,,-3.0810838,51.7889,Monmouthshire
Cwmavon Sink 3,,-3.066571,51.76801,Torfaen
Resurgence,,-3.065684,51.762966,Torfaen
Jackdaw Quarry Pot,,-3.0647776,51.75524,Torfaen
Jackdaw Quarry Cave No.1,,-3.064295,51.75628,Torfaen
Cwmavon Reservoir Risings,,-3.060231,51.759056,Torfaen
Nant Ffrwd Sink,,-3.0593512,51.72889,Torfaen
Snatchwood Risings,,-3.0585532,51.717667,Torfaen
Cwmavon Risings,,-3.0585637,51.74972,Torfaen
Resurgence,,-3.0568092,51.7242,Torfaen
Nant Maelor Risings,,-3.0570903,51.736248,Torfaen
Foxhunters Rift,,-3.0583882,51.799194,Monmouthshire
Lasgarn Quarry Cave,,-3.0559409,51.720486,Torfaen
Cwmavon Quarry Cave,,-3.0567324,51.760628,Torfaen
Ogof Cwmavon,,-3.0567324,51.760628,Torfaen
Carn Y Gorfydd Sink 2,,-3.0575056,51.79371,Monmouthshire
Cwmavon Quarry Cave - Middle Entrance,,-3.056533,51.76078,Torfaen
Ogof Y Graig,,-3.056462,51.760838,Torfaen
Limekiln Quarry Pot.,,-3.055303,51.7217,Torfaen
Cwmavon surface collapse,,-3.0561695,51.76134,Torfaen
Cwmavon Rising,,-3.055247,51.764038,Torfaen
Ogof Lasgarn,,-3.0532825,51.72819,Torfaen
Pot with Stream,,-3.0544946,51.797028,Monmouthshire
Ogof Rhedyin,,-3.0524557,51.729996,Torfaen
Dig in Gritstone Shakehole,,-3.0538812,51.798084,Monmouthshire
Pont Newynydd Rising,,-3.0513673,51.711166,Torfaen
Pontnewynydd Springs,,-3.0513673,51.711166,Torfaen
Ogof Gerrig Brau,,-3.0517693,51.751564,Torfaen
Sink,,-3.0516582,51.800396,Monmouthshire
Sink into Gritstone,,-3.0514946,51.80084,Monmouthshire
Reservoir Cave,,-3.0498092,51.734516,Torfaen
Sink into Rift,,-3.051022,51.8011,Monmouthshire
Ogof Dial Pridd,,-3.048325,51.7486,Torfaen
Cuckoo Pot,,-3.0484498,51.76649,Torfaen
Ogof Hafod Wenog,,-3.0478485,51.74615,Torfaen
Ogof Wenog,,-3.0478485,51.74615,Torfaen
Fiddy's Farm Cave,,-3.0481644,51.766674,Monmouthshire
Nant Maelor Tunnel 2,,-3.046131,51.73513,Torfaen
Ogof Pen Maelor,,-3.0445502,51.73441,Torfaen
Pwll Gwyn,,-3.044739,51.75326,Torfaen
Tunnel,,-3.0440407,51.735554,Torfaen
Pen Lasgarn Sink,,-3.042384,51.72649,Torfaen
Nant Maelor Cave 1,,-3.0404246,51.73637,Torfaen
Garn Clochdy Sink,,-3.0401292,51.741795,Torfaen
Nash Cave No.2,,-3.0203235,52.255806,Herefordshire
Nash Cave,,-3.0188794,52.256718,Herefordshire
Nash Scar Cave,,-3.0188794,52.256718,Herefordshire
Mocktree Quarry Cave,,-2.8588064,52.373337,Herefordshire
Downton Rock Shelter,,-2.8390396,52.35343,Herefordshire
Hermit's Cave,,-2.8390396,52.35343,Herefordshire
Aldon Fissures,,-2.8372426,52.41368,Shropshire
Kings Cave,,-2.8200092,52.277145,Herefordshire
Robbers Cave 2,,-2.6379824,52.56326,Shropshire
Foxholes Farm Doline,,-2.5284817,52.418743,Shropshire
Foxholes Doline Sink,,-2.5281954,52.419376,Shropshire
Oreton Quarry Sink,,-2.5135243,52.422226,Shropshire
Truckhill Minor Sink,,-2.510716,52.420982,Shropshire
Truckhill Doline,,-2.510571,52.42116,Shropshire
Truckhill Cave,,-2.5052714,52.420643,Shropshire
Truckhill Resurgence Doline,,-2.5048325,52.420826,Shropshire
Truckhill Cave Resurgence,,-2.5046854,52.420826,Shropshire
2 Caves,,-5.029799,51.616974,Pembrokeshire
Cave,,-5.0197887,51.614174,Pembrokeshire
Cave 93,,-5.016899,51.612,Pembrokeshire
B.E.C.2,,-4.9918685,51.612503,Pembrokeshire
Cave,,-4.974717,51.60759,Pembrokeshire
Ogof Bran Cefn-ddu,,-4.9740877,51.606796,Pembrokeshire
Ogof Garreg Hir,,-4.97216,51.606037,Pembrokeshire
Ogof Bran Goesgoch,,-4.971577,51.60596,Pembrokeshire
Cormorant Cave,,-4.965901,51.605293,Pembrokeshire
Ogof Morfran,,-4.965901,51.605293,Pembrokeshire
B.E.C.1,,-4.96544,51.60598,Pembrokeshire
Ogof Gofan,,-4.949596,51.59887,Pembrokeshire
4 Caves,,-4.9487934,51.59763,Pembrokeshire
Ogof Pen Cyfrwy,,-4.9487934,51.59763,Pembrokeshire
Cave,,-4.946666,51.598225,Pembrokeshire
Shaft,,-4.9462447,51.598415,Pembrokeshire
Huntsman's Leap Cave,,-4.944787,51.599323,Pembrokeshire
Noisy Shaft,,-4.9436493,51.59848,Pembrokeshire
Ogof yr Ychen,,-4.6804223,51.640766,
Ox Cave,,-4.6804223,51.640766,
Ogof-y-Benglog,,-4.679086,51.640167,Pembrokeshire
Skull Cave,,-4.679086,51.640167,Pembrokeshire
Resurgence,,-4.6787815,51.639904,
Daylight Rock Fissure,,-4.6750355,51.63765,Pembrokeshire
Worm's Head Cave,,-4.3331046,51.564907,Swansea
Ogof Rhosilli,,-4.300525,51.566948,Swansea
Culver Hole,,-4.3028874,51.613663,Gorllewin Morgannwg / West Glamorgan
Bluepool Bay West Cave,,-4.3020506,51.612823,Swansea
Boulder Cave,,-4.287931,51.56184,Swansea
Jacky's Tor Raised Beach Cave B,,-4.284305,51.561462,Swansea
Broughton Bay Caves,,-4.282685,51.61406,Swansea
Mewslade Cave,,-4.2774963,51.56236,Swansea
Butter Slade Cave,,-4.2770104,51.55841,Gorllewin Morgannwg / West Glamorgan
Mewslade Rock Wriggle,,-4.2766767,51.563274,Swansea
Thurba Head Cave,,-4.2757936,51.56293,Swansea
Mewslade Quarry Cave,,-4.274577,51.564575,Swansea
Richard's Cave,,-4.2744417,51.56476,Swansea
Spritsail Tor Lower Cave,,-4.275678,51.619816,Swansea
Red Chamber,,-4.2713404,51.557533,Swansea
Mansel's Shelter,,-4.2711825,51.557266,Swansea
Don't Climb,,-4.9425645,51.59734,Pembrokeshire
Red Fescue Hole,,-4.271,51.557945,Swansea
Ogof Dim Dringo!,,-4.9425645,51.59734,Pembrokeshire
Pitton Swallet,,-4.2673235,51.566692,Swansea
Rock Shelter,,-4.2651515,51.55783,Swansea
Sea Caves,,-4.936025,51.59894,Pembrokeshire
Twll Y Flwyddyn,,-4.2632165,51.553734,Swansea
Roche Point Cave,,-4.9299088,51.614967,Pembrokeshire
Ogof Arllechwedd,,-4.262505,51.55393,Swansea
St Samson’s Cave,,-4.9299088,51.614967,Pembrokeshire
Brown Lays Cave,,-4.264336,51.595123,Swansea
Cave,,-4.9267855,51.596745,Pembrokeshire
Cave of Seals,,-4.925459,51.59633,Pembrokeshire
Ogof Wyntog (upper entrance),,-4.2618494,51.553795,Swansea
St Govan's Head Cave,,-4.925459,51.59633,Pembrokeshire
Ogof Ffynnon Wyntog,,-4.26164,51.553944,Swansea
Ogof Wyntog [Sea Entrance],,-4.26164,51.553944,Swansea
Short Cave,,-4.2613564,51.55404,Swansea
Hills Orchard Cave,,-4.263843,51.620045,Swansea
Deborah's Hole,,-4.2604737,51.553696,Swansea
Deborah's Cliff Shelter,,-4.2599764,51.55384,Swansea
Ogof Asgwrn Mochyn,,-4.2599764,51.55384,Swansea
Cwm Ivy Tor Cave,,-4.2621503,51.623764,Swansea
Goat Hole,,-4.255619,51.550327,Swansea
Paviland Cave,,-4.255619,51.550327,Swansea
Red Lady Cave,,-4.255619,51.550327,Swansea
Foxhole Cave,,-4.2536545,51.551445,Swansea
Upper Blackhole,,-4.2479925,51.547775,Swansea
Cheriton Pill Cave,,-4.244031,51.621098,Swansea
Common Cliff West Cave,,-4.2394357,51.54389,Swansea
Rockrose Hole,,-4.238301,51.544273,Swansea
Burry Pill Cave,,-4.242632,51.622025,Swansea
Longhole,,-4.2330217,51.54397,Swansea
North Hill Tor Cave,,-4.236159,51.622597,Swansea
Nottle Tor Cave,,-4.236159,51.622597,Swansea
Newton Cave,,-4.231503,51.571877,Swansea
Burry Head Cave,,-4.2290096,51.590225,Swansea
Burry Head Rising,,-4.2290096,51.590225,Swansea
Wooley's Hole,,-4.2249084,51.620026,Swansea
Bovehill Pot,,-4.222337,51.620613,Swansea
Leason Well,,-4.1921654,51.613583,Swansea
Sea Cave,,-4.8994603,51.621166,Pembrokeshire
Leason's Pill Rising,,-4.1921654,51.613583,Swansea
Stonyford Sink,,-4.1752462,51.60261,Swansea
Longbury Bank Cave,,-4.731986,51.666557,Pembrokeshire
Giltar Point Cave,,-4.7168975,51.652473,Pembrokeshire
Llanrhidian Cave,,-4.1725607,51.60837,Swansea
Nicholaston Hall Doline,,-4.1523633,51.57557,Swansea
Oxwich Wood Sea Caves,,-4.1480823,51.548748,Swansea
Nicholaston Pill West,,-4.144994,51.57108,Swansea
Oakdale West Sink,,-4.144133,51.57518,Swansea
Blind Pot,,-4.1427245,51.575302,Swansea
Decoy Pond Sink,,-4.1389213,51.59788,Swansea
Crawley Rocks Cavern,,-4.136214,51.570953,Swansea
Parc-Le-Breos Sink,,-4.123053,51.58428,Swansea
Leather's Hole,,-4.1217113,51.569416,Swansea
Devil's Kitchen Rock Shelter,,-4.0970345,51.566265,Swansea
Little Shelter,,-4.095593,51.56629,Swansea
Llandyfodwg Caves [Dimbath],,-3.515724,51.595135,Bridgend
Dimhole,,-3.5080423,51.397854,Vale of Glamorgan
Dimhole Caves,,-3.5080423,51.397854,Vale of Glamorgan
Stout Point Caves,,-3.478233,51.391758,Mid Glamorgan
Ogof y Deryn Fach,,-3.4774902,51.504665,Vale of Glamorgan
Cave,,-3.468619,51.472992,Vale of Glamorgan
Ogof Cefn Bychen,,-3.2909782,51.532944,Cardiff
Goldsland Wood Cave Site B,,-3.2810373,51.43814,Vale of Glamorgan
Wolf Cave,,-3.2806134,51.438416,Vale of Glamorgan
George Rock Shelter,,-3.278716,51.43745,Vale of Glamorgan
Aberbarry Cave,,-3.276968,51.392822,Vale of Glamorgan
Resurgence,,-3.2778773,51.53619,Cardiff
Red Hand Caves,,-3.267842,51.38766,Vale of Glamorgan
Ffynnon Taf,,-3.2713845,51.54482,Rhondda Cynon Taf
Hot Well,,-3.2713845,51.54482,Rhondda Cynon Taf
Taff's Well,,-3.2713845,51.54482,Rhondda Cynon Taf
Lesser Garth Cave,,-3.264231,51.53283,Cardiff
Ogof Tynant,,-3.264231,51.53283,Cardiff
Rock Shelter,,-3.2620218,51.531147,Cardiff
Ogof Ty Nant Fechan,,-3.2621522,51.533257,Cardiff
Cave,,-3.2622519,51.536854,Cardiff
Ogof Pen-Y-Craig,,-3.259245,51.53239,Cardiff
Gelli Quarry Cave,,-3.234776,51.541866,Cardiff
Ogof Blaen Gwynlais,,-3.2351565,51.54793,Cardiff
Edwin's Cave,,-3.226466,51.43922,Vale of Glamorgan
Sully Island Caves,,-3.201499,51.395195,Vale of Glamorgan
Cefn Onn spring,,-3.190742,51.55918,Caerphilly
Resurgence,,-3.1498544,51.570965,Caerphilly
Bottles Well,,-3.123136,51.37655,Cardiff
Dripping Well,,-3.117969,51.376778,Cardiff
Smugglers Hole,,-3.1177344,51.378937,Cardiff
Un-named Mine,,-3.1172945,51.378582,Cardiff
Un-named Cave,,-3.1169856,51.377686,Cardiff
Castell Meredydd Resurgence,,-3.1176417,51.593037,Caerphilly
Resurgence,,-3.116965,51.588997,Gwent
Ogof Rhyddyd,,-3.0535944,51.663746,Torfaen
Owen's Folly,,-3.0535944,51.663746,Torfaen
Whitebrook Sink,,-2.8364465,51.6255,Gwent
Bishops Wood Cave,,-4.0320244,51.575817,Swansea
Culver Hole,,-4.0131693,51.56391,Swansea
Dinham,,-2.76087,51.624123,Monmouthshire
Mumbles Hill Fissure,,-3.9846509,51.57002,Swansea
Brockwells Quarry Cave,,-2.7593439,51.601925,Monmouthshire
Mumbles Hill Cave,,-3.9796233,51.570553,Swansea
Nedern Brook,,-2.74336,51.595734,Monmouthshire
Inner Sound Cave,,-3.975921,51.568367,Swansea
Resurgences,,-2.7434628,51.602028,Monmouthshire
Bob's Cave,,-3.9707575,51.56742,Swansea
Resurgence,,-2.7416043,51.647446,Monmouthshire
Ogof yr Allt,,-3.855645,51.662052,Neath Port Talbot
Itton North Swallet,,-2.7381666,51.658257,Monmouthshire
Ogof y Pant,,-3.8470848,51.664886,Neath Port Talbot
Tredegar Woods South Sink,,-2.7375696,51.630386,Monmouthshire
Newton Springs,,-3.6717577,51.480072,Bridgend
Little Grondra,,-2.7374148,51.63866,Monmouthshire
Candleston Castle Resurgence 1,,-3.6280675,51.48662,Bridgend
Itton Lower Sink,,-2.7375739,51.65736,Monmouthshire
Itton South Sink,,-2.7375739,51.65736,Monmouthshire
Dunraven Sea Caves,,-3.6197581,51.45333,Vale of Glamorgan
Ogof Hwyl Traeth,,-3.6146774,51.450478,Vale of Glamorgan
Itton Main Sink (Formerly),,-2.732016,51.662342,Monmouthshire
Collapse,,-3.6069212,51.47918,Vale of Glamorgan
Merthyr Mawr Village Resurgence,,-3.6050303,51.486847,Bridgend
Itton Quarry Sink,,-2.7316012,51.663513,Monmouthshire
Merthyr Mawr Caves,,-3.603554,51.489925,Bridgend
Ogmore Spring,,-3.6031997,51.481884,Vale of Glamorgan
Mounton Brook Lower Sinks,,-2.724308,51.64135,Monmouthshire
Shew-Well,,-3.6031997,51.481884,Vale of Glamorgan
Rogerstone Grange Main Sink,,-2.7150214,51.666492,Monmouthshire
Doline,,-3.577531,51.503857,Bridgend
Otter Hole,,-2.688393,51.662094,Monmouthshire
Coity Cave,,-3.5500517,51.519917,Bridgend
Ogof North,,-3.5500517,51.519917,Bridgend
Blackhill Cave,,-2.6759274,51.682278,Monmouthshire
Cave of Dwynwen,,-3.5153942,51.39848,Vale of Glamorgan
Bug's Hole,,-2.6759274,51.682278,Monmouthshire
Ogof Santes Ddwynwen,,-3.5153942,51.39848,Vale of Glamorgan
Liveoaks Cave,,-2.672144,51.67097,Monmouthshire
Reynards Cave,,-3.5153942,51.39848,Vale of Glamorgan
St. Peters Cave,,-2.6675177,51.631706,Monmouthshire
Coed Y Mwstwr Woods Cave,,-3.5138195,51.515244,Bridgend
Resurgence,,-2.6623116,51.67103,Monmouthshire
Cuckoo's Hollow Cave,,-3.5138195,51.515244,Bridgend
Ogof Coed-y-Mwstwr,,-3.5138195,51.515244,Bridgend
Ogof y Pebyll,,-3.5138195,51.515244,Bridgend
Ogof y Pebyll Bone Cave,,-3.5138195,51.515244,Bridgend
Pebyll-y-Merched,,-3.5138195,51.515244,Bridgend
Cateran Hole,,-1.8394444444444447,55.50666666666667,Northumberland
Simpsons Pot,,-2.4669444444444446,54.19583333333333,North Yorkshire
Peak Cavern,,-1.7774999999999999,53.33972222222222,Derbyshire
Slaughter Stream Cave,,-2.6058333333333334,51.82027777777778,Gloucestershire
Round Hole,,-4.979166666666667,50.54805555555556,Cornwall
Smoo Cave,,-4.719444444444445,58.56388888888888,Highland
Ireby Fell Cavern,,-2.491388888888889,54.18833333333333,North Yorkshire
Keld Head,,-2.4675000000000002,54.18388888888889,North Yorkshire
Swinsto Hole,,-2.470555555555556,54.192499999999995,North Yorkshire
Kinksdale Master Cave,,-2.4625000000000004,54.19138888888889,North Yorkshire
Thor's Cave,,-1.855,53.09138888888889,Staffordshire
Aveline's Hole,,-2.7530555555555556,51.324444444444445,North Somerset
Rod's Pot,,-2.7575,51.32194444444445,Somerset
GB Cave,,-2.7519444444444443,51.302499999999995,Somerset
Swildon's Hole,,-2.6727777777777777,51.25861111111111,Somerset
Pant-y-Wennol (Ogof),,-3.7190878,51.52084,Bridgend
Double Entrance Cave,,-3.7137094,51.529236,Bridgend
Main Road Cave,,-3.713092,51.526234,Bridgend
Letterbox Cave,,-3.7117236,51.528564,Bridgend
North Face Cave,,-3.7090755,51.53061,Neath Port Talbot
"Ogof Rhiwledyn Cave [doublon certain de #692467, à supprimer]",,-3.7090755,51.53061,Neath Port Talbot
Little Orme Sea Cave & Pot,,-3.7076614,51.53135,Neath Port Talbot
Dyniewaid (Ogof),,-3.70679,51.53118,Neath Port Talbot
Little Ormes Head Quarry,,-3.6972635,51.52507,Bridgend
Dulas Cave,,-3.5659523,51.486794,Vale of Glamorgan
Gwylan (Ogof ),,-3.7960875,51.543518,Gorllewin Morgannwg / West Glamorgan
Ffos Cave,,-3.5343153,51.480556,Vale of Glamorgan
Boxer Pot,,-3.2161577,53.169598,Flintshire
Large Castle Cave 1,,-3.5299366,51.478817,Vale of Glamorgan
Horseshoe Cave,,-3.2163355,53.175888,Flintshire
B.S. Pot,,-2.741861,52.708694,Shropshire
Leet Footpath Cave,,-3.2163355,53.175888,Flintshire
Cave of the White Horse,,-3.2160416,53.17607,Flintshire
Nant Y Graig Cave,,-2.6564257,52.71149,Shropshire
Brasgyll Cave 6,,-2.6338928,52.714268,Shropshire
Nant-y-Graig Cave A,,-2.6338928,52.714268,Shropshire
Elinor (Ogof),,-3.3104339,53.047684,Denbighshire
Murphy's Pot,,-3.2124782,53.170685,Flintshire
Brown Quarry Cave 1,,-3.2445755,53.272682,Flintshire
Grange Farm Cave,,-3.2431808,53.27629,Flintshire
Ogof Hen Ffynhonau,,-3.2122564,53.179794,Flintshire
OHF,,-3.2122564,53.179794,Flintshire
Badger Cave,,-3.2267804,53.17488,Flintshire
Old North Rising,,-3.2116225,53.181194,Flintshire
Ogof Hesp Alyn,,-3.2107832,53.18062,Flintshire
OHA,,-3.2107832,53.18062,Flintshire
Coed Du Mine Cavern,,-3.2107322,53.189426,Flintshire
Mount Pleasant Cave,,-3.2075443,53.12923,Denbighshire
Llanarmon Castle Cave,,-3.2064836,53.0967,Denbighshire
Llamarmon Cave,,-3.2065089,53.0976,Denbighshire
Adit Cave,,-3.208273,53.181812,Flintshire
Rhyd Alyn Adit,,-3.2082982,53.182713,Flintshire
Rhydalyn,,-3.2082982,53.182713,Flintshire
South Llyn-y-Pandy,,-3.2082982,53.182713,Flintshire
Skull Pot,,-3.2073603,53.181282,Flintshire
Cathole North Lode Chamber 1,,-3.2053611,53.15802,Denbighshire
Eryrys Hill Cave,,-3.2019067,53.110374,Denbighshire
Scouse Pot,,-3.2016723,53.12715,Denbighshire
Lynx Cave,,-3.2008598,53.125343,Denbighshire
Windy Cave,,-3.2006876,53.124535,Denbighshire
Big Covert Cave,,-3.2003381,53.136116,Denbighshire
Maeshafn Cave,,-3.2003381,53.136116,Denbighshire
Hawthorn Cave,,-3.1999507,53.124905,Denbighshire
Cefn Mawr Cave,,-3.2009258,53.159863,Flintshire
Lot Farm Shaft Cave,,-3.1993942,53.11565,Denbighshire
Loggerheads Cave,,-3.1993303,53.156284,Denbighshire
D.H. Cave,,-3.199063,53.200333,Flintshire
Orchid Cave,,-3.1972315,53.13568,Denbighshire
Main Rising,,-3.1941984,53.046753,Denbighshire
Loggerheads Quarry Cave 1,,-3.1962652,53.153618,Denbighshire
Barclays Caverns,,-3.1968305,53.200806,Flintshire
Pendine Caves No.4 (a) to (d),,-4.562445,51.740078,Sir Gaerfyrddin / Carmarthenshire
Ogof Pentywyn,,-4.562072,51.741165,Sir Gaerfyrddin / Carmarthenshire
Dolwen Point Caves,,-4.561643,51.741264,Sir Gaerfyrddin / Carmarthenshire
Café Cave,,-4.560361,51.741653,Sir Gaerfyrddin / Carmarthenshire
Ogofgolchfa,,-5.2995167,51.890686,Pembrokeshire
Coygan Cave,,-4.4868364,51.7547,Sir Gaerfyrddin / Carmarthenshire
Washing Cave,,-5.2995167,51.890686,Pembrokeshire
Ogof Craig Ddu,,-4.42727,51.765007,Sir Gaerfyrddin / Carmarthenshire
Ogof Wharley,,-4.4160576,51.758873,Sir Gaerfyrddin / Carmarthenshire
Capel Dyddgen Resurgence,,-4.233262,51.788433,Sir Gaerfyrddin / Carmarthenshire
Cat's Hole Cave,,-4.9247417,51.67879,Pembrokeshire
Ogof Capel Ddygen,,-4.223566,51.793247,Sir Gaerfyrddin / Carmarthenshire
Priory Farm Cave,,-4.9247417,51.67879,Pembrokeshire
Craig Llygad Resurgence,,-4.189359,51.80558,Sir Gaerfyrddin / Carmarthenshire
Witches Cauldron,,-4.7699885,52.071224,Pembrokeshire
Ogof Wen,,-4.1600184,51.80932,Sir Gaerfyrddin / Carmarthenshire
Capel Hirbach Resurgence,,-4.1348915,51.811756,Sir Gaerfyrddin / Carmarthenshire
Ogof Drawsdre Isaf,,-4.1087418,51.818745,Sir Gaerfyrddin / Carmarthenshire
Monk's Cave,,-4.1221943,52.349934,Ceredigion
Thunder Hole,,-4.1221943,52.349934,Ceredigion
Ogof Dyllgoed,,-4.07429,51.8221,Sir Gaerfyrddin / Carmarthenshire
Oyle,,-4.732416,51.670097,Pembrokeshire
Gorswen Quarry Cave 2,,-4.068394,51.82486,Sir Gaerfyrddin / Carmarthenshire
Caves of St. Catherine's Island,,-4.691973,51.671032,
Ogof Edi Gawr,,-4.045596,51.73803,Sir Gaerfyrddin / Carmarthenshire
Ogof Gwyl Edi,,-4.045596,51.73803,Sir Gaerfyrddin / Carmarthenshire
Ogof Isel,,-4.045275,51.82706,Sir Gaerfyrddin / Carmarthenshire
Ogof Uchel,,-4.045275,51.82706,Sir Gaerfyrddin / Carmarthenshire
Sinc Llinos,,-4.0414696,51.824745,Sir Gaerfyrddin / Carmarthenshire
Carmel Caves,,-4.0394745,51.827164,Sir Gaerfyrddin / Carmarthenshire
Pwll y March Quarry Cave,,-4.0352054,51.829033,Sir Gaerfyrddin / Carmarthenshire
Ogof Carmel,,-4.0355496,51.828625,Sir Gaerfyrddin / Carmarthenshire
Ogof Glan Gwenlais,,-4.0293703,51.82999,Sir Gaerfyrddin / Carmarthenshire
Ogof Rhidian,,-4.0265446,51.830082,Sir Gaerfyrddin / Carmarthenshire
Ffynnon Carreg Gwenlais,,-4.025592,51.826637,Sir Gaerfyrddin / Carmarthenshire
The Spring of the Rocks of the Happy Voice,,-4.025592,51.826637,Sir Gaerfyrddin / Carmarthenshire
Ogof Craig Derwyddon,,-4.025175,51.831905,Sir Gaerfyrddin / Carmarthenshire
Ogof Pant-y-Llyn,,-4.025175,51.831905,Sir Gaerfyrddin / Carmarthenshire
Ogof Cil Y Fran,,-4.018534,51.831074,Sir Gaerfyrddin / Carmarthenshire
Ogof Cil-Yr-Bran,,-4.018534,51.831074,Sir Gaerfyrddin / Carmarthenshire
Ogof Dinas,,-4.0149827,51.83118,Sir Gaerfyrddin / Carmarthenshire
Ogof Cil yr Ychen,,-4.0122137,51.829296,Sir Gaerfyrddin / Carmarthenshire
Cwar-y-Pistyll,,-3.9976194,51.83238,Sir Gaerfyrddin / Carmarthenshire
Ffynnon Gwyddfaen,,-3.972819,51.836124,Sir Gaerfyrddin / Carmarthenshire
Llandyfan Church Resurgence,,-3.972819,51.836124,Sir Gaerfyrddin / Carmarthenshire
The Welsh Bath at Llanduvaen,,-3.972819,51.836124,Sir Gaerfyrddin / Carmarthenshire
Ogof Myglyd,,-3.972741,51.837654,Sir Gaerfyrddin / Carmarthenshire
Ogof Will Fach,,-3.972741,51.837654,Sir Gaerfyrddin / Carmarthenshire
Glyn Hir Cave,,-3.9701803,51.8189,Sir Gaerfyrddin / Carmarthenshire
Deadend Tube,,-3.8498912,51.857723,Sir Gaerfyrddin / Carmarthenshire
Careg Cando,,-3.953637,51.838963,Sir Gaerfyrddin / Carmarthenshire
Deadend Cave / Tube,,-3.8496408,51.856926,Sir Gaerfyrddin / Carmarthenshire
Careg Dwfn,,-3.947757,51.83726,Sir Gaerfyrddin / Carmarthenshire
Railway Dig,,-3.8490224,51.85707,Sir Gaerfyrddin / Carmarthenshire
Llygad Llwchwr,,-3.9339864,51.843124,Sir Gaerfyrddin / Carmarthenshire
Ogof Creision,,-3.8489327,51.85878,Sir Gaerfyrddin / Carmarthenshire
Sinc Pant Y Dref Newydd,,-3.8462925,51.8585,Sir Gaerfyrddin / Carmarthenshire
Heaven's Door,,-3.9299407,51.842896,Sir Gaerfyrddin / Carmarthenshire
Dig near Heaven's Door,,-3.9298773,51.84277,Sir Gaerfyrddin / Carmarthenshire
Ogof Fern,,-3.845316,51.855927,Sir Gaerfyrddin / Carmarthenshire
Ogof Edros Dros Pant Y Ffynnon,,-3.845026,51.855938,Sir Gaerfyrddin / Carmarthenshire
Ogof Yr Eira,,-3.8430326,51.8498,Sir Gaerfyrddin / Carmarthenshire
Dig in shakehole,,-3.7329967,51.856743,Powys
Pwll y Cig,,-3.7278743,51.850014,Powys
Dig in Giedd valley,,-3.7270072,51.851257,Powys
Rusty Horseshoe Sink,,-3.7316015,51.851414,Powys
Sinc Y Giedd - Ogof Dewi Sant Sink,,-3.7261708,51.852547,Powys
Sink near Rusty Horseshoe dig,,-3.7313893,51.85043,Powys
Ogof No Ogof 2,,-3.7313213,51.849792,Powys
Ogof Un Cam,,-3.7308178,51.860886,Powys
One Step Cave,,-3.7308178,51.860886,Powys
Ogof Dau Gam,,-3.7304974,51.86124,Powys
Two Steps Cave,,-3.7304974,51.86124,Powys
Dig near Sinc y Giedd,,-3.7286391,51.846485,Powys
Parkers Pot,,-3.7259505,51.852478,Powys
Pwll Dewi Sant,,-3.7259505,51.852478,Powys
Spring,,-3.7213285,51.818493,Powys
Ogof Nofio,,-3.721508,51.851357,Powys
Pwll Nofio,,-3.721508,51.851357,Powys
Sink by track,,-3.7213926,51.850998,Powys
Sink,,-3.7201784,51.850754,Powys
Swallet,,-3.7186499,51.842648,Powys
Disgwylfa Cave,,-3.718216,51.847645,Powys
Drafting Hole 1,,-3.7174087,51.84894,Powys
Dig,,-3.716026,51.85076,Powys
Disgwylfa Dig,,-3.7150333,51.84604,Powys
Seminula Mine,,-3.7143757,51.84325,Powys
Lake Swallow Hole,,-3.712879,51.837093,Powys
Dai Hunts Quarry,,-3.7133677,51.850727,Powys
Top Shakehole Dig,,-3.7128859,51.838802,Powys
Pulpit Hole,,-3.7129726,51.84682,Powys
